job_id,company_name,title,description,location,company_id,views,skills_desc,work_type,zip_code,fips,city,state
4821093041,smith engineering group,site supervisor,"job description

smith engineering group is a leading consulting firm specializing in construction management and engineering services with a strong commitment to quality and innovation. with over 1,500 dedicated professionals, we offer comprehensive solutions to both public and private sector clients across the nation.

position summary: the firm is seeking a site supervisor for ongoing projects in the fort worth, tx area. the ideal candidate will oversee daily construction activities, ensuring that work is performed in accordance with safety regulations and project specifications.

essential functions and responsibilities

monitor daily construction activities and ensure compliance with project plans and safety standardsconduct regular site inspections to assess progress and quality of workcoordinate with contractors and subcontractors to facilitate effective communication and resolution of issuesprepare and maintain detailed records of project activities and safety incidentsinteract with stakeholders, including clients and regulatory agencies, to provide updates and address concernsprovide technical guidance to the construction team as needed

nonessential functions and responsibilities

perform additional duties as required and assist in other projects as necessary

required skills

strong leadership and communication skillsproficient in construction management softwarevalid driver’s license and willingness to travel within the state as necessary

required experience

high school diploma or equivalentminimum of 7 years of experience in construction management or site supervision

preferred experience

bachelor’s degree in construction management or civil engineeringexperience with safety management systemscertifications in project management or construction safety

working conditions

work is primarily conducted on-site, requiring physical stamina for activities such as walking, lifting, and bending. exposure to outdoor weather conditions may occur, including heat and cold.

smith engineering group is an equal opportunity employer committed to diversity and inclusion in the workplace.","fort worth, tx",85471.0,10.0,"leadership, construction management, safety compliance",full_time,76102,48161,Fort Worth,TX
9283475610,medicore health services,registered nurse,"are you a registered nurse looking for a fulfilling career where your expertise is recognized and valued? at medicore health services, we are seeking a dedicated registered nurse to join our team in a dynamic healthcare environment. you'll have the opportunity to work with diverse patient populations and make a meaningful impact on their lives. responsibilities include assessing patient needs, developing care plans, administering medications, and collaborating with healthcare professionals. if you're passionate about providing compassionate care and ready to take the next step in your nursing career, we want to hear from you! we offer comprehensive training and opportunities for career advancement. equal opportunity employer: disability/veteran.","greensboro, nc",256789.0,5.0,"patient care, medication administration, teamwork",full_time,27401,37081,Greensboro,NC
3890897002,agricultural insurance solutions,lead it business partner,"lead it business partnerare you driven by the challenge of enhancing technology solutions that impact business outcomes? do you excel in building relationships and navigating complex projects? if so, the lead it business partner position may be your next career move!agricultural insurance solutions is looking for a dedicated individual to join our dynamic team in the digital services division. this role will act as a primary contact between our it and business departments, focusing on improving systems that enhance both agent and client experiences. you'll collaborate with leadership to prioritize initiatives and ensure alignment with business objectives.our mission is to provide peace of mind to our clients by protecting their agricultural investments. we uphold a culture rooted in integrity, collaboration, and service excellence, striving to create lasting relationships with our clients and a supportive environment for our employees.your responsibilities:serve as the main liaison between business units and it on key projects and initiatives.manage project portfolios and oversee application support for various business areas.create project documentation, prioritize initiatives in partnership with stakeholders, and engage with technical teams for resource estimation.lead governance discussions and facilitate decision-making processes with product owners and stakeholders.work closely with it management to compile and communicate project updates and portfolio insights.assist in vendor negotiations and the acquisition of technological solutions.serve as a point of escalation for it-related concerns and facilitate effective communication regarding general inquiries.manage project activities, including potential oversight of specific initiatives.perform business analysis and quality assurance tasks, and provide training on system updates and process changes.required qualifications:bachelor's degree or equivalent experience plus a minimum of seven years in a related field is essential.excellent leadership, communication, and negotiation skills are a must.results-driven mindset with the ability to navigate complex situations and manage expectations effectively.strong interpersonal abilities to foster positive relationships with internal and external stakeholders.experience in business analysis or project management methodologies is preferred.knowledge of customer-facing applications and user experience enhancements is advantageous.familiarity with our offerings and services is expected, with a commitment to continuous learning.some travel may be necessary.regular attendance is expected, with the ability to communicate fluently in english.our benefits: joining our team means more than just a competitive salary. we offer comprehensive professional development programs, an attractive 401k plan with employer matching, affordable health, dental, and vision coverage, life insurance options, and generous paid time off, including vacation and volunteer days. enjoy access to wellness programs, an on-site fitness center, and a supportive workplace culture.agricultural insurance solutions…where your contributions make a difference!work authorization/sponsorship: candidates requiring visa sponsorship now or in the future will not be considered for this role. applicants must already be authorized to work in the united states on a full-time basis without the need for sponsorship.","west des moines, ia",12216.0,5.0,,full_time,50265,19153,West Des Moines,IA
4321098765,"advanced aerospace solutions, inc.",lead structural test engineer - UAV systems,"advanced aerospace solutions is looking for a lead structural test engineer (UAV systems) in Monterey, CA.
This position is onsite in Monterey, CA, and remote work is not available.
job overview:
As a lead structural test engineer, you will oversee the testing processes for unmanned aerial vehicle (UAV) components. In our state-of-the-art test facility, you will develop test strategies, prepare comprehensive test plans, and lead a team to execute structural tests. The insights gained from these tests will contribute significantly to the development of reliable UAV designs that meet rigorous industry standards.
responsibilities:
Design and implement test setups to evaluate the structural integrity of UAV components, focusing on lightweight materials. Collaborate with design engineers to understand load scenarios and operational requirements. Draft detailed test plans, procedures, and data acquisition strategies to ensure accuracy and repeatability of test results. Analyze test data and compile reports for engineering teams to refine design approaches, ensuring optimal performance and safety.
required:
Proven experience in structural testing within an engineering lab environment. Hands-on experience with composite materials and testing methodologies. Strong background in structural engineering principles, particularly as they relate to aerospace applications. Familiarity with data acquisition systems, including sensors like strain gauges and accelerometers. Proficient in CAD software for mechanical design and drafting. Excellent analytical and problem-solving skills, with strong communication abilities. B.S. in Engineering with 10+ years of relevant experience or M.S. with 8+ years.
desired:
5+ years of experience in UAV testing and certification processes. Background in compliance with FAA regulations for UAV systems. Familiarity with advanced testing technologies, including digital image correlation and acoustic emission testing. Practical skills in machine shop operations and prototyping techniques. Experience with software like SolidWorks for design and analysis.
For consideration, please submit your resume to hr@advancedaerospacesolutions.com.
advanced aerospace solutions, inc. is a leading provider of engineering staffing and consulting services, specializing in aerospace and defense industries. We take pride in connecting talented professionals with top-tier employers across the nation. Our dedicated recruiting team ensures personalized assistance in finding the right job opportunities that align with your career goals.
We offer competitive benefits, including health insurance, 401(k) plans, and performance bonuses for eligible positions. Advanced aerospace solutions, inc. is an equal opportunity employer.","monterey, ca",8905678.0,12.0,"structural testing, UAV systems, composite materials",full-time,93940,06053,Monterey,CA
4712035892,greenwood tech,IT support technician,"🖥️ Position: IT Support Technician 🌍 Location: Atlanta 🏢 Industry: Financial Services 💼 Arrangements: Full-time, Permanent
The IT Support Technician plays a crucial role in providing technical assistance to users within the organization. Typical responsibilities involve troubleshooting hardware and software issues, supporting applications, and ensuring optimal performance of IT infrastructure.

Responsibilities: Provide technical support to all employees, addressing software and hardware inquiries. Assist in the setup and maintenance of IT equipment, including servers and workstations. Manage user accounts and permissions in Active Directory. Conduct training sessions for new software and tools. Maintain clear communication with management regarding IT incidents and trends. Ensure compliance with internal IT policies and cybersecurity protocols.

Requirements: Technical knowledge of operating systems and networking concepts. Familiarity with help desk software and ticketing systems. Strong skills in Microsoft Office Suite and other business applications. Ability to deliver support both in-person and remotely. Excellent communication skills and a customer-focused attitude.

Required Skills: Proficient in troubleshooting and resolving technical issues. Capable of working independently and as part of a team. Detail-oriented with strong organizational skills. Ability to manage multiple tasks in a fast-paced environment. Experience with remote support tools is advantageous.

Education and Experience: Minimum of two years of experience in IT support. Bachelor’s degree in Computer Science or related field preferred. Relevant certifications (CompTIA A+, Microsoft Certified) are a plus.

Position Type/Expected Hours of Work: Full-time position with a 40-hour work week. Standard workdays are Monday through Friday, 9:00 a.m. to 6:00 p.m. Occasional evening and weekend work may be necessary as needed.

Travel: Minimal travel may be required for onsite support.","atlanta, ga",3421789.0,30.0,"Technical support, troubleshooting, Microsoft Office, Active Directory",full_time,30303,13121,Atlanta,GA
4829301845,future finance,lead devsecops engineer-python & cloud security,"at future finance, our commitment is to empower individuals to break free from financial hardships and achieve their goals. we pride ourselves on our attentive, personalized approach, emphasizing compliance and innovative technology solutions tailored to our clients' needs.

we are looking for passionate professionals to join our dynamic team! if you want to contribute to a mission-driven company that values its employees and customers alike, we would love to hear from you.

the role

as a lead devsecops engineer specializing in python and cloud security, you will enhance the collaboration between development, security, and operations. your main duties will include automating workflows, embedding security practices in the development process, and ensuring the integrity and safety of our cloud applications.

key responsibilities

design, implement, and optimize ci/cd pipelines for python-based applications on cloud platforms.write and execute automated tests (unit, integration, and security) to uphold software quality and security.work closely with development teams to incorporate security measures throughout the software development lifecycle (sdlc).identify and address security vulnerabilities in applications using both sast (static application security testing) and dast (dynamic application security testing) tools.ensure effective scanning for dependencies and secrets management is in place.proactively monitor the health and performance of applications and troubleshoot potential issues.stay informed on emerging devsecops tools and technologies relevant to python and cloud environments.conduct security code reviews and pinpoint potential security vulnerabilities.collaborate with the security team to formulate and enforce security policies and protocols.

qualifications

minimum 7 years of experience in software development, particularly with python.strong background in ci/cd practices (e.g., jenkins, azure devops).experience with automated testing frameworks (e.g., pytest, unittest).thorough understanding of application security principles (owasp top 10, secure coding guidelines).experience with both sast and dast tools.familiarity with cloud infrastructure and tools (e.g., aws, azure) is advantageous.excellent interpersonal, teamwork, and analytical skills.dedication to crafting secure and dependable software.

why join us?

benefits

as you make an impact in the lives of others, we strive to make a positive impact on yours, offering a collaborative and encouraging work environment along with benefits that recognize your contributions. for eligible full-time employees, we provide:

substantial employer contributions for health, dental, and vision insurancegenerous paid time off, holidays, and parental leave401(k) with company matchopportunities for professional growth and training

and most importantly, a culture of teamwork and belonging! we are committed to fostering a sense of community within our organization.

future finance does not accept unsolicited resumes from individual recruiters or third-party recruiting agencies for job openings. no fee will be paid to any party that submits unsolicited candidates directly to future finance personnel or the future finance hr department. placement fees will only be paid upon the request of the future hr team.","chicago, il",12003456.0,20.0,,full_time,60602,17031,Chicago,IL
3904089082,amazon,"lead data architect, customer insights and analytics","Are you excited about leveraging data to enhance customer experiences? Do you have a passion for building innovative data solutions and analytics frameworks? Join our team to lead the design and development of advanced data architectures that support Amazon's customer insights initiatives. As a lead data architect, you will work closely with cross-functional teams to create scalable systems that process and analyze large datasets, driving impactful business decisions.

The ideal candidate has a strong background in data architecture, excellent problem-solving skills, and a desire to mentor junior engineers. You will be instrumental in setting the technical direction for our data initiatives, ensuring we maintain high standards in data quality and compliance. If you're looking to make a significant impact in a fast-paced environment, we want to hear from you!

Key responsibilities include:

- Designing and implementing data architectures that support analytics and reporting.
- Collaborating with stakeholders to identify data needs and translate them into technical solutions.
- Leading efforts to optimize data processing workflows and enhance efficiency.
- Mentoring team members on best practices in data management and architecture.

At Amazon, we value diverse backgrounds and experiences. If you're passionate about data-driven solutions and want to contribute to a transformative mission, apply today!","dallas, tx",1586.0,10.0,"Data architecture, SQL, Python, Big Data technologies",full_time,75201,48061,Dallas,TX
3900079087,dynamic construction solutions,project manager - construction,"a reputable construction firm located in boca raton, fl is seeking a project manager to oversee large-scale commercial projects. candidates with experience in managing multi-family housing developments are preferred. 
benefits include: -company vehicle -mobile phone stipend -fuel reimbursement -paid time off -comprehensive health plans and retirement savings options","boca raton, fl",9331884.0,12.0,"project management, construction oversight, budgeting",full_time,33431,12099,Boca Raton,FL
3900982550,canteen midwest,logistics and facilities coordinator,"logistics and facilities coordinator
we are seeking an enthusiastic logistics and facilities coordinator. this position will oversee a range of activities aimed at ensuring operational efficiency and compliance with safety regulations. the individual will be responsible for managing logistics operations, facility upkeep, and security protocols in line with company policies and applicable laws.
key responsibilities:coordinate logistics and transportation schedules.manage facility maintenance and ensure safety compliance.monitor vendor performance and service delivery.analyze logistics data to optimize operations.collaborate with various departments to enhance workflow.support safety training initiatives and compliance checks.perform other duties as required.
qualifications:strong organizational and problem-solving abilities.flexibility to travel (up to 30% of the time)available to work weekends and evenings as necessary.excellent verbal and written communication skills.experience in logistics or facility management is a plus.knowledge of safety regulations and practices proficient in microsoft office suite.","overland park, ks",2767556.0,25.0,"logistics, facilities management, safety compliance",full_time,66212,20091,Overland Park,KS
4578231942,ups logistics,operations analyst - entry level,"job overview

analyzes operational processes and performance metrics to identify areas for efficiency and cost savings. collaborates with various teams to implement improvements and optimize workflows. responsible for preparing reports and presentations for management to review performance trends and operational strategies.

essential duties

 evaluates data and performance metrics. utilizes analytical tools and software to assess operational effectiveness. consolidates and presents technical information for management review. assists in the development of cost-saving proposals and operational plans. compiles meeting notes and progress updates for team communication. engages in process improvement initiatives within assigned areas.

minimum education

 bachelor’s degree in business administration, logistics, or related field required; equivalent experience in a relevant technical area may be considered in lieu of degree.

minimum experience

 no prior experience required.

required skills, abilities and/or licensure

 proficiency in microsoft office and data analysis software. strong verbal and written communication skills for effective collaboration with teams. ability to manage time and prioritize tasks in a dynamic work environment. keen attention to detail and analytical thinking capabilities.

additional information

this position is based in media, pa. remote work options are available upon approval.

the role includes a comprehensive benefits package featuring medical, dental, vision, 401k with matching contributions, paid time off, and tuition assistance.

salary range: $50,000 - $120,000 per year

travel requirements: 0%-15%

address: 200 ups road

city: media

state: pennsylvania

zip code: 19063

domicile location: ups-us/usa/p080/media - ups logistics

auto req id: 302154br

position type: full time

employee type: exempt

eeo statement

ups logistics is an equal opportunity employer committed to creating a diverse workforce.

search keywords: operations

analytics

continuous improvement","media, pa",2675.0,25.0,,full_time,19063,42045,Media,PA
5906842751,yourdreamhomeloans,home loan advisor,"at your dream home loans, we are dedicated to making homeownership accessible for our clients. we are currently seeking a skilled home loan advisor to assist clients through the mortgage application journey. the advisor will meet with clients to assess their financial situation and recommend suitable mortgage options. this role involves gathering essential financial details, submitting loan applications, and providing ongoing support throughout the process. our team is passionate about delivering exceptional service and ensuring a positive experience for every client.
key responsibilitiesbuild relationships with potential borrowers to understand their financial goals and homeownership aspirationsadvise clients on the most appropriate loan products tailored to their circumstances, leveraging market knowledge and personal insightcollect and verify all necessary financial documentation to process mortgage applications, ensuring accuracy and completenessaddress any issues that arise during the application process while maintaining open communication with clientskeep clients informed about their application status and any decisions made
skills and requirementsstrong interpersonal and communication skills, both verbal and writtencommitment to providing outstanding customer servicefamiliarity with mortgage regulations and complianceunderstanding of financial analysis to guide mortgage recommendationsability to collaborate effectively with team members, including processors and underwriterscapacity to manage confidential information with integrity
preferred skillsexperience in finance or bankingmortgage advisor certificationproficient in loan processing softwaredemonstrated success in a client-facing role","clifton, nj",41545781.0,5.0,,full_time,07011,34007,Clifton,NJ
3902828722,bright smiles dental,dental hygienist,"bright smiles dental is a prominent dental care provider in the region, known for our commitment to patient well-being and advanced dental practices. we are expanding our team and seek enthusiastic professionals dedicated to high-quality care and continuous improvement. if you are a registered dental hygienist passionate about making a positive impact in patients' lives, we invite you to explore this opportunity.

as part of our team, you will be instrumental in delivering top-notch dental hygiene services while utilizing cutting-edge technology. our supportive environment encourages professional growth and collaboration among all staff members.

this is a full-time role located in smyrna, tn, offering competitive pay with additional incentives and a comprehensive benefits package.

qualifications include a valid state hygiene license. join us in our mission to enhance oral health in the community!","smyrna, tn",2844770.0,5.0,"patient care, dental hygiene, teamwork",full_time,37167,47189,Smyrna,TN
